id,N,D,C,I,K,P,S,APAAC3,APAAC4,APAAC5,_SolventAccessibilityC3,_ChargeC2,_ChargeC3,_PolarityC2,_NormalizedVDWVC1,_NormalizedVDWVC2,_HydrophobicityC2,_SolventAccessibilityT12,_ChargeT13,_ChargeT23,_PolarityT13,_NormalizedVDWVT23,_HydrophobicityT13,_PolarizabilityD2001,PAAC4,PAAC5,PAAC10,PAAC12,PAAC15,PAAC16,label
Negative_1079,3.704,2.963,2.593,1.481,4.444,5.556,7.037,2.311,1.849,1.618,0.237,0.778,0.1,0.3,0.356,0.374,0.367,0.294,0.015,0.149,0.26,0.23,0.216,0.741,1.501,1.314,0.75,2.252,2.815,3.565,0
Positive_758,3.889,6.111,1.667,5.926,2.222,4.259,5.37,4.45,6.992,1.907,0.256,0.774,0.128,0.315,0.393,0.363,0.394,0.265,0.022,0.2,0.236,0.174,0.195,0.37,3.015,0.823,2.924,1.096,2.102,2.65,1
Positive_1107,3.523,5.284,1.957,5.871,3.523,5.871,5.284,2.221,3.332,1.234,0.26,0.783,0.115,0.315,0.387,0.337,0.384,0.233,0.014,0.175,0.196,0.169,0.159,0.587,2.651,0.982,2.946,1.768,2.946,2.651,1
Positive_347,4.082,4.762,1.361,0.0,7.483,4.762,3.401,5.144,6.001,1.715,0.224,0.803,0.102,0.32,0.381,0.361,0.401,0.288,0.021,0.158,0.253,0.185,0.178,1.361,2.484,0.71,0.0,3.903,2.484,1.774,1
Negative_460,2.717,4.348,3.261,3.261,8.696,4.891,6.522,3.07,4.913,3.685,0.277,0.761,0.114,0.293,0.37,0.364,0.348,0.268,0.005,0.169,0.246,0.109,0.213,1.63,2.265,1.698,1.698,4.529,2.547,3.397,0
Negative_1216,2.577,7.216,0.515,2.062,2.577,14.433,4.639,1.767,4.948,0.353,0.278,0.737,0.16,0.428,0.505,0.294,0.464,0.249,0.016,0.244,0.161,0.114,0.135,4.124,3.65,0.261,1.043,1.304,7.301,2.347,0
Negative_283,2.772,2.132,3.625,3.198,0.426,6.397,8.529,1.218,0.937,1.593,0.288,0.913,0.055,0.352,0.409,0.397,0.403,0.15,0.009,0.09,0.141,0.145,0.109,0.853,1.255,2.134,1.883,0.251,3.766,5.021,0
Positive_538,5.424,3.729,1.695,5.085,6.78,4.746,7.797,4.155,2.856,1.298,0.278,0.783,0.108,0.339,0.393,0.38,0.383,0.255,0.027,0.17,0.211,0.143,0.197,0.678,1.932,0.878,2.634,3.512,2.458,4.039,1
Positive_847,3.691,6.151,0.879,4.394,3.866,9.139,7.381,3.583,5.972,0.853,0.276,0.772,0.105,0.357,0.427,0.279,0.418,0.229,0.028,0.158,0.199,0.158,0.157,0.351,2.917,0.417,2.084,1.834,4.335,3.501,1
Negative_947,2.326,3.488,1.744,6.395,1.744,8.14,5.233,1.612,2.417,1.209,0.244,0.837,0.07,0.424,0.477,0.302,0.465,0.234,0.018,0.076,0.181,0.158,0.152,1.163,1.758,0.879,3.223,0.879,4.103,2.638,0
Positive_1197,3.766,5.858,3.766,5.439,5.439,3.766,3.766,3.941,6.131,3.941,0.209,0.736,0.13,0.268,0.364,0.347,0.347,0.303,0.038,0.193,0.227,0.218,0.185,0.837,2.735,1.758,2.539,2.539,1.758,1.758,1
Positive_182,3.163,4.175,1.771,7.084,4.175,3.858,7.147,1.995,2.633,1.117,0.24,0.812,0.093,0.303,0.362,0.405,0.352,0.244,0.018,0.144,0.219,0.192,0.184,0.127,2.186,0.927,3.709,2.186,2.02,3.742,1
Negative_3,0.0,2.439,2.439,2.439,0.0,12.195,12.195,0.0,1.879,1.879,0.341,0.732,0.098,0.439,0.488,0.195,0.463,0.275,0.0,0.2,0.2,0.075,0.2,14.634,1.031,1.031,1.031,0.0,5.155,5.155,0
Negative_678,2.439,4.268,10.366,0.61,1.829,8.537,6.098,1.563,2.735,6.643,0.213,0.799,0.11,0.402,0.549,0.268,0.427,0.27,0.012,0.172,0.16,0.086,0.147,1.22,2.249,5.462,0.321,0.964,4.498,3.213,0
Positive_423,3.883,3.883,1.214,6.553,8.01,4.854,5.825,4.155,4.155,1.299,0.243,0.748,0.124,0.294,0.345,0.386,0.364,0.307,0.027,0.187,0.268,0.214,0.221,1.699,1.912,0.598,3.227,3.945,2.391,2.869,1
Negative_486,1.434,10.036,0.0,2.509,1.792,11.47,9.677,0.804,5.627,0.0,0.312,0.703,0.186,0.376,0.477,0.251,0.416,0.205,0.029,0.23,0.155,0.097,0.14,1.075,4.874,0.0,1.219,0.87,5.571,4.7,0
Positive_1109,2.365,5.068,1.689,3.378,6.081,3.716,10.135,1.314,2.816,0.939,0.257,0.743,0.125,0.331,0.399,0.351,0.368,0.234,0.017,0.2,0.207,0.173,0.183,0.676,2.584,0.861,1.722,3.1,1.894,5.167,1
Positive_1077,3.527,4.056,0.882,4.233,6.702,6.878,6.173,3.614,4.156,0.904,0.263,0.799,0.106,0.347,0.397,0.363,0.395,0.226,0.023,0.157,0.18,0.184,0.148,0.529,2.119,0.461,2.211,3.501,3.593,3.225,1
Negative_148,1.223,3.693,0.942,1.707,3.948,12.685,10.851,0.761,2.297,0.586,0.359,0.787,0.107,0.487,0.534,0.279,0.535,0.204,0.024,0.15,0.134,0.103,0.112,0.076,2.021,0.516,0.934,2.161,6.943,5.94,0
Negative_222,0.855,3.134,1.425,3.704,8.547,9.972,9.117,0.429,1.572,0.715,0.299,0.735,0.12,0.345,0.39,0.373,0.39,0.214,0.057,0.166,0.169,0.16,0.149,1.425,1.668,0.759,1.972,4.55,5.309,4.854,0
Positive_980,4.23,4.532,0.906,6.949,6.949,4.23,8.459,5.712,6.12,1.223,0.278,0.773,0.118,0.272,0.326,0.426,0.344,0.264,0.012,0.2,0.248,0.191,0.218,0.604,2.349,0.47,3.602,3.602,2.192,4.384,1
Negative_1068,5.405,6.757,0.0,4.054,2.703,9.459,2.703,4.118,5.148,0.0,0.297,0.878,0.095,0.432,0.5,0.378,0.514,0.26,0.014,0.178,0.205,0.096,0.151,4.054,4.034,0.0,2.421,1.614,5.648,1.614,0
Negative_990,2.244,1.923,1.603,2.564,3.526,4.808,6.41,1.898,1.627,1.356,0.224,0.795,0.115,0.378,0.413,0.369,0.426,0.273,0.035,0.164,0.209,0.164,0.177,0.962,0.985,0.821,1.313,1.805,2.462,3.282,0
Negative_9,0.556,5.556,3.889,0.556,2.778,8.889,8.333,0.447,4.466,3.126,0.25,0.772,0.1,0.422,0.517,0.217,0.45,0.257,0.034,0.123,0.14,0.134,0.128,2.222,2.528,1.769,0.253,1.264,4.044,3.791,0
Negative_1198,1.19,1.786,1.19,0.0,2.381,12.5,8.929,0.595,0.893,0.595,0.274,0.756,0.054,0.518,0.548,0.185,0.542,0.251,0.018,0.09,0.084,0.066,0.078,7.738,0.822,0.548,0.0,1.097,5.757,4.112,0
Negative_1006,4.032,5.645,3.226,5.645,5.645,7.258,8.065,3.021,4.23,2.417,0.234,0.75,0.121,0.274,0.363,0.379,0.315,0.301,0.033,0.179,0.244,0.171,0.211,3.226,2.802,1.601,2.802,2.802,3.602,4.003,0
Negative_1302,2.99,2.99,2.326,6.312,2.658,7.641,5.316,2.525,2.525,1.965,0.259,0.857,0.047,0.415,0.468,0.306,0.472,0.187,0.013,0.063,0.15,0.153,0.123,0.664,1.513,1.177,3.193,1.345,3.865,2.689,0
Positive_1043,2.736,6.383,1.216,7.295,4.863,4.863,5.167,2.85,6.649,1.267,0.213,0.708,0.173,0.289,0.365,0.447,0.328,0.36,0.03,0.253,0.299,0.174,0.271,0.608,3.152,0.6,3.602,2.401,2.401,2.551,1
Positive_81,2.342,2.576,2.108,3.513,4.684,3.513,4.918,1.322,1.454,1.19,0.222,0.82,0.066,0.302,0.349,0.393,0.354,0.225,0.023,0.108,0.197,0.183,0.167,1.171,1.32,1.08,1.8,2.399,1.8,2.519,1
Negative_949,3.061,4.082,1.701,3.741,5.102,8.844,6.122,2.731,3.641,1.517,0.272,0.776,0.105,0.327,0.384,0.374,0.384,0.253,0.01,0.167,0.249,0.195,0.191,0.68,2.073,0.864,1.9,2.591,4.492,3.109,0
Positive_406,2.822,3.926,1.104,7.853,4.908,6.258,7.362,1.421,1.977,0.556,0.266,0.809,0.098,0.309,0.36,0.399,0.368,0.184,0.018,0.139,0.192,0.189,0.155,0.245,2.114,0.595,4.229,2.643,3.37,3.965,1
Positive_161,4.203,5.572,2.053,4.888,4.888,5.865,5.963,4.604,6.103,2.249,0.261,0.772,0.119,0.298,0.374,0.364,0.365,0.274,0.023,0.183,0.254,0.184,0.201,0.391,2.814,1.037,2.468,2.468,2.962,3.011,1
Negative_1276,1.709,0.855,5.983,1.709,3.419,8.547,10.256,1.645,0.823,5.758,0.299,0.838,0.085,0.436,0.504,0.308,0.479,0.25,0.052,0.121,0.138,0.121,0.121,1.709,0.471,3.294,0.941,1.883,4.706,5.647,0
Negative_360,2.85,5.959,4.404,3.368,4.663,6.995,9.326,3.706,7.749,5.727,0.269,0.772,0.124,0.308,0.412,0.347,0.36,0.239,0.026,0.182,0.239,0.169,0.205,1.036,2.995,2.214,1.693,2.344,3.516,4.687,0
Negative_802,5.882,6.262,3.416,5.882,6.262,5.503,7.97,5.798,6.172,3.367,0.292,0.778,0.125,0.309,0.406,0.34,0.376,0.232,0.015,0.173,0.213,0.186,0.177,0.569,3.283,1.791,3.084,3.283,2.885,4.178,0
Negative_694,2.469,0.0,2.469,6.173,1.235,4.938,4.938,1.048,0.0,1.048,0.198,0.827,0.049,0.321,0.346,0.383,0.37,0.225,0.013,0.087,0.175,0.188,0.163,4.938,0.0,1.193,2.983,0.597,2.386,2.386,0
Negative_782,5.288,2.404,0.481,4.808,3.846,3.365,15.385,3.688,1.676,0.335,0.447,0.885,0.053,0.519,0.548,0.284,0.572,0.106,0.0,0.097,0.097,0.068,0.077,1.442,1.515,0.303,3.029,2.423,2.12,9.693,0
Negative_1299,3.149,4.851,2.17,2.66,4.404,7.532,12.106,2.34,3.605,1.613,0.314,0.769,0.126,0.383,0.453,0.347,0.429,0.238,0.031,0.184,0.184,0.147,0.16,0.064,2.579,1.154,1.414,2.341,4.004,6.436,0
Negative_516,3.03,3.03,3.247,1.623,0.974,8.225,6.926,2.886,2.886,3.092,0.245,0.801,0.106,0.448,0.511,0.324,0.475,0.259,0.016,0.183,0.157,0.113,0.142,0.216,1.542,1.653,0.826,0.496,4.187,3.526,0
Positive_1030,3.757,7.514,1.156,6.069,9.249,2.312,5.491,3.307,6.614,1.018,0.214,0.702,0.15,0.295,0.382,0.364,0.341,0.31,0.029,0.209,0.249,0.186,0.217,1.156,3.719,0.572,3.004,4.578,1.144,2.718,1
Positive_541,5.707,4.982,2.446,6.25,6.522,2.536,6.159,3.908,3.411,1.675,0.22,0.768,0.117,0.245,0.32,0.4,0.304,0.264,0.025,0.178,0.247,0.218,0.214,0.725,2.521,1.238,3.162,3.3,1.283,3.116,1
Negative_45,3.279,1.639,0.0,0.0,6.557,42.623,4.918,1.807,0.903,0.0,0.475,0.869,0.016,0.689,0.705,0.18,0.689,0.233,0.017,0.017,0.0,0.017,0.0,3.279,1.06,0.0,0.0,4.241,27.568,3.181,0
Negative_403,0.912,2.432,4.863,3.04,1.216,7.903,7.295,0.512,1.364,2.728,0.261,0.872,0.058,0.356,0.429,0.353,0.398,0.149,0.012,0.098,0.146,0.155,0.128,1.216,1.308,2.616,1.635,0.654,4.251,3.924,0
Negative_351,2.869,3.689,1.639,3.689,5.738,3.689,7.787,3.688,4.742,2.107,0.246,0.811,0.094,0.422,0.475,0.311,0.451,0.255,0.008,0.165,0.156,0.119,0.14,3.689,1.903,0.846,1.903,2.961,1.903,4.018,0
Negative_1035,4.31,5.172,0.862,2.586,4.31,6.897,8.621,1.851,2.221,0.37,0.233,0.741,0.112,0.319,0.379,0.379,0.328,0.2,0.043,0.113,0.139,0.209,0.139,3.448,2.601,0.434,1.301,2.168,3.469,4.336,0
Positive_642,3.876,8.01,2.326,4.91,7.494,3.359,5.168,4.724,9.762,2.835,0.22,0.736,0.137,0.251,0.354,0.357,0.32,0.355,0.026,0.212,0.324,0.212,0.282,0.775,3.883,1.128,2.38,3.633,1.628,2.506,1
Negative_186,1.639,0.546,1.093,1.639,4.918,7.65,4.918,0.904,0.301,0.603,0.213,0.798,0.093,0.399,0.415,0.361,0.421,0.28,0.033,0.143,0.148,0.17,0.148,1.093,0.279,0.559,0.838,2.515,3.911,2.515,0
Positive_141,5.534,6.699,1.262,5.243,3.107,4.854,5.243,6.68,8.086,1.523,0.267,0.788,0.128,0.293,0.373,0.36,0.381,0.29,0.024,0.209,0.262,0.195,0.203,0.194,3.348,0.631,2.621,1.553,2.426,2.621,1
Negative_490,3.31,3.546,2.364,5.201,5.674,6.619,7.092,3.971,4.254,2.836,0.279,0.78,0.099,0.319,0.378,0.366,0.381,0.244,0.031,0.149,0.242,0.173,0.192,0.946,1.778,1.185,2.608,2.845,3.318,3.556,0
Negative_1224,4.487,4.487,4.487,6.41,3.205,8.974,7.692,4.203,4.203,4.203,0.417,0.801,0.115,0.385,0.474,0.308,0.429,0.148,0.006,0.213,0.174,0.123,0.135,1.282,2.513,2.513,3.59,1.795,5.026,4.308,0
Negative_874,4.969,7.143,2.795,6.522,4.969,3.106,10.559,4.439,6.381,2.497,0.258,0.798,0.124,0.339,0.438,0.345,0.401,0.262,0.025,0.181,0.199,0.174,0.174,0.621,3.656,1.43,3.338,2.543,1.59,5.404,0
Positive_453,4.63,4.424,2.16,3.807,4.218,6.173,8.23,3.978,3.801,1.856,0.28,0.816,0.101,0.332,0.398,0.377,0.398,0.255,0.02,0.162,0.229,0.165,0.183,0.309,2.349,1.147,2.022,2.24,3.278,4.37,1
Positive_474,3.659,5.987,1.663,5.322,6.541,4.545,4.878,3.941,6.448,1.791,0.208,0.762,0.13,0.32,0.397,0.37,0.361,0.31,0.027,0.195,0.229,0.172,0.203,0.333,3.01,0.836,2.675,3.288,2.285,2.452,1
Negative_1295,4.255,2.66,2.128,3.191,10.638,4.255,9.043,3.597,2.249,1.799,0.282,0.75,0.037,0.33,0.378,0.282,0.383,0.23,0.027,0.037,0.235,0.203,0.193,5.319,1.259,1.007,1.51,5.034,2.014,4.279,0
Positive_267,4.1,5.467,1.367,6.15,6.378,5.239,5.239,5.857,7.81,1.953,0.235,0.772,0.116,0.321,0.39,0.369,0.385,0.283,0.027,0.164,0.242,0.167,0.192,1.139,2.715,0.679,3.054,3.167,2.601,2.601,1
Negative_734,1.471,2.941,1.471,1.471,2.206,7.353,6.618,1.277,2.554,1.277,0.228,0.772,0.088,0.412,0.456,0.257,0.449,0.244,0.037,0.111,0.119,0.119,0.119,1.471,1.344,0.672,0.672,1.008,3.359,3.023,0
Negative_854,1.946,4.042,2.246,2.545,3.144,5.763,6.662,1.95,4.05,2.251,0.234,0.79,0.115,0.343,0.406,0.381,0.401,0.268,0.024,0.163,0.199,0.165,0.168,0.15,2.053,1.141,1.293,1.597,2.928,3.384,0
Negative_746,1.695,2.928,1.849,2.773,2.465,6.009,6.626,1.85,3.197,2.019,0.247,0.809,0.116,0.376,0.424,0.367,0.433,0.239,0.025,0.176,0.204,0.162,0.165,0.308,1.498,0.946,1.418,1.261,3.074,3.389,0
Positive_672,3.919,6.068,3.54,4.298,6.7,5.815,6.7,3.464,5.363,3.129,0.272,0.752,0.129,0.3,0.396,0.339,0.36,0.267,0.033,0.206,0.249,0.177,0.205,0.379,3.105,1.811,2.199,3.428,2.975,3.428,1
Negative_592,3.846,5.128,5.128,6.41,3.846,7.692,7.692,3.163,4.217,4.217,0.282,0.782,0.141,0.244,0.346,0.436,0.321,0.221,0.039,0.169,0.286,0.208,0.195,3.846,2.85,2.85,3.563,2.138,4.275,4.275,0
Positive_503,3.933,5.483,1.907,4.529,5.959,4.529,7.271,2.932,4.087,1.422,0.266,0.775,0.113,0.308,0.381,0.355,0.362,0.249,0.025,0.18,0.214,0.177,0.186,1.073,2.813,0.978,2.323,3.057,2.323,3.73,1
Positive_570,3.675,3.15,0.525,5.512,6.299,5.774,6.562,4.324,3.706,0.618,0.262,0.822,0.081,0.367,0.404,0.357,0.423,0.271,0.013,0.145,0.211,0.166,0.176,1.575,1.608,0.268,2.815,3.216,2.948,3.351,1
Negative_800,1.931,3.475,3.089,3.475,3.475,4.633,8.494,1.719,3.093,2.749,0.205,0.803,0.069,0.332,0.398,0.375,0.378,0.279,0.019,0.12,0.24,0.205,0.213,1.931,1.71,1.52,1.71,1.71,2.28,4.18,0
Negative_204,3.521,7.042,4.93,4.225,5.634,7.042,7.042,1.516,3.033,2.123,0.268,0.676,0.239,0.317,0.437,0.352,0.373,0.234,0.05,0.234,0.177,0.149,0.149,2.817,3.861,2.703,2.317,3.089,3.861,3.861,0
Negative_17,1.695,1.695,1.695,1.695,3.39,6.78,13.559,2.111,2.111,2.111,0.492,0.915,0.017,0.475,0.508,0.136,0.61,0.172,0.0,0.034,0.19,0.069,0.121,6.78,0.944,0.944,0.944,1.889,3.777,7.554,0
Positive_1206,2.279,6.838,0.285,1.709,2.849,7.407,2.564,2.313,6.939,0.289,0.222,0.769,0.12,0.356,0.427,0.362,0.399,0.317,0.026,0.197,0.22,0.163,0.186,0.57,3.412,0.142,0.853,1.422,3.696,1.28,1
Negative_667,2.809,4.682,1.873,2.809,3.745,7.116,9.925,2.869,4.782,1.913,0.264,0.798,0.092,0.386,0.451,0.326,0.425,0.257,0.021,0.141,0.191,0.143,0.176,0.936,2.348,0.939,1.409,1.878,3.569,4.978,0
Positive_1125,1.295,4.317,1.583,4.748,4.029,6.043,9.209,0.773,2.578,0.945,0.271,0.781,0.092,0.363,0.422,0.318,0.413,0.238,0.027,0.138,0.205,0.166,0.176,0.432,2.145,0.787,2.359,2.002,3.003,4.576,1
Negative_939,1.855,3.004,2.562,2.032,3.534,7.686,6.625,1.986,3.216,2.743,0.26,0.784,0.07,0.348,0.404,0.328,0.403,0.25,0.02,0.101,0.206,0.183,0.178,0.177,1.435,1.224,0.97,1.688,3.671,3.164,0
Negative_162,1.647,4.167,2.519,2.422,3.779,6.492,7.849,1.02,2.581,1.56,0.212,0.703,0.156,0.321,0.388,0.401,0.351,0.328,0.048,0.211,0.238,0.177,0.221,0.194,2.016,1.219,1.172,1.828,3.14,3.797,0
Positive_211,6.513,5.364,0.383,3.831,6.897,6.513,11.494,6.784,5.588,0.399,0.318,0.801,0.103,0.368,0.425,0.33,0.441,0.265,0.012,0.181,0.219,0.158,0.162,1.533,2.851,0.204,2.036,3.665,3.461,6.108,1
Negative_708,2.469,5.761,2.058,2.469,4.115,6.996,11.523,1.47,3.429,1.225,0.292,0.749,0.152,0.399,0.477,0.325,0.449,0.186,0.025,0.165,0.153,0.132,0.112,2.469,2.988,1.067,1.281,2.134,3.628,5.976,0
Negative_1221,2.624,6.122,2.624,0.875,7.289,4.373,8.163,1.707,3.983,1.707,0.248,0.714,0.14,0.338,0.426,0.315,0.388,0.26,0.035,0.202,0.219,0.146,0.181,2.332,3.021,1.295,0.432,3.597,2.158,4.028,0
Negative_408,2.674,3.743,1.07,1.604,2.406,5.882,6.417,2.77,3.877,1.108,0.219,0.773,0.107,0.316,0.364,0.398,0.366,0.284,0.024,0.164,0.244,0.18,0.193,0.535,1.785,0.51,0.765,1.147,2.805,3.06,0
Negative_208,5.455,3.03,6.667,4.242,7.273,5.455,7.273,3.796,2.109,4.64,0.23,0.715,0.145,0.224,0.321,0.406,0.267,0.25,0.012,0.165,0.274,0.213,0.232,3.636,1.528,3.361,2.139,3.667,2.75,3.667,0
Positive_646,2.299,4.598,1.149,3.065,6.513,6.13,6.13,1.516,3.032,0.758,0.253,0.728,0.115,0.337,0.395,0.31,0.402,0.246,0.054,0.138,0.188,0.162,0.154,1.916,2.19,0.547,1.46,3.102,2.919,2.919,1
Positive_71,2.82,6.508,5.206,3.905,5.206,4.338,7.809,1.789,4.128,3.302,0.234,0.748,0.139,0.289,0.406,0.343,0.345,0.252,0.039,0.2,0.241,0.18,0.198,0.651,3.28,2.624,1.968,2.624,2.187,3.936,1
Negative_281,2.317,6.95,3.089,1.544,0.386,14.286,11.197,1.507,4.52,2.009,0.332,0.784,0.147,0.444,0.544,0.309,0.463,0.202,0.027,0.205,0.186,0.132,0.163,1.931,3.84,1.707,0.853,0.213,7.894,6.187,0
Negative_960,2.083,4.167,4.167,5.208,4.167,4.167,6.25,1.739,3.478,3.478,0.276,0.802,0.099,0.323,0.406,0.354,0.427,0.215,0.016,0.162,0.246,0.204,0.147,4.688,2.139,2.139,2.674,2.139,2.139,3.209,0
Negative_413,3.137,3.922,2.941,6.275,6.078,4.118,8.235,3.837,4.798,3.598,0.275,0.806,0.086,0.32,0.388,0.329,0.4,0.24,0.026,0.128,0.24,0.218,0.169,1.569,1.949,1.461,3.118,3.02,2.046,4.092,0
Positive_531,6.25,4.847,2.551,5.995,6.25,3.189,10.204,6.968,5.404,2.844,0.263,0.782,0.115,0.26,0.334,0.425,0.31,0.278,0.02,0.184,0.285,0.194,0.243,0.255,2.531,1.332,3.131,3.264,1.665,5.329,1
Negative_642,2.198,2.198,4.396,1.648,6.044,7.143,8.242,2.715,2.715,5.431,0.286,0.791,0.088,0.423,0.489,0.269,0.478,0.221,0.022,0.144,0.155,0.149,0.127,2.198,1.126,2.251,0.844,3.095,3.658,4.221,0
Positive_553,4.054,5.574,1.52,5.068,6.25,4.223,6.588,4.338,5.965,1.627,0.231,0.772,0.118,0.338,0.409,0.372,0.39,0.261,0.03,0.159,0.22,0.152,0.183,0.507,2.854,0.778,2.595,3.2,2.162,3.373,1
Positive_110,4.991,5.98,0.899,5.531,5.71,6.79,11.106,4.641,5.56,0.836,0.335,0.777,0.124,0.339,0.407,0.347,0.406,0.224,0.02,0.185,0.227,0.157,0.185,0.135,3.144,0.473,2.908,3.002,3.57,5.839,1
Positive_59,3.846,2.644,2.404,3.365,3.846,7.933,9.856,4.116,2.829,2.572,0.326,0.838,0.058,0.35,0.4,0.327,0.439,0.197,0.01,0.082,0.205,0.174,0.148,0.24,1.36,1.236,1.73,1.978,4.079,5.068,1
Positive_934,5.074,5.92,1.268,6.554,4.651,4.017,6.342,3.259,3.802,0.814,0.266,0.786,0.095,0.285,0.357,0.355,0.353,0.244,0.028,0.155,0.244,0.216,0.212,0.846,2.959,0.634,3.276,2.324,2.008,3.17,1
Positive_147,4.062,5.416,1.741,4.836,5.609,4.836,4.449,4.198,5.598,1.799,0.211,0.789,0.106,0.346,0.418,0.352,0.391,0.304,0.029,0.157,0.225,0.14,0.205,0.387,2.723,0.875,2.431,2.82,2.431,2.237,1
Negative_1284,1.374,3.297,3.846,3.297,2.473,7.418,8.791,0.977,2.345,2.735,0.294,0.835,0.096,0.352,0.423,0.376,0.415,0.22,0.019,0.14,0.207,0.163,0.16,1.099,1.776,2.072,1.776,1.332,3.996,4.736,0
Negative_209,4.317,6.475,7.194,4.317,5.036,3.597,7.194,4.23,6.345,7.049,0.281,0.734,0.151,0.245,0.381,0.338,0.309,0.196,0.036,0.181,0.196,0.188,0.145,2.158,3.296,3.662,2.197,2.563,1.831,3.662,0
Negative_176,0.0,1.515,2.273,1.515,0.0,12.879,3.03,0.0,0.862,1.293,0.235,0.788,0.023,0.485,0.523,0.212,0.523,0.244,0.0,0.031,0.137,0.168,0.122,1.515,0.695,1.043,0.695,0.0,5.91,1.39,0
Negative_303,3.448,1.379,4.138,1.379,0.69,8.276,7.586,3.526,1.41,4.231,0.276,0.869,0.048,0.386,0.441,0.359,0.448,0.194,0.014,0.083,0.153,0.16,0.118,2.759,0.733,2.199,0.733,0.367,4.398,4.032,0
Positive_482,4.032,2.218,1.21,6.653,4.032,4.435,10.282,1.949,1.072,0.585,0.3,0.873,0.067,0.321,0.355,0.397,0.395,0.19,0.01,0.107,0.186,0.168,0.158,0.605,1.236,0.674,3.708,2.247,2.472,5.731,1
Positive_866,12.234,1.596,1.064,9.043,12.234,0.532,4.787,13.511,1.763,1.175,0.213,0.745,0.122,0.197,0.223,0.479,0.282,0.358,0.053,0.182,0.342,0.262,0.289,1.064,0.823,0.549,4.663,6.308,0.274,2.468,1
Negative_1259,0.0,4.348,2.174,1.63,2.174,15.217,5.978,0.0,2.241,1.12,0.288,0.804,0.092,0.511,0.576,0.283,0.522,0.158,0.022,0.153,0.087,0.049,0.082,2.717,2.375,1.188,0.89,1.188,8.313,3.266,0
Negative_226,2.174,2.609,4.783,3.043,9.565,10.87,6.522,2.158,2.59,4.747,0.335,0.761,0.104,0.343,0.417,0.313,0.417,0.197,0.031,0.127,0.223,0.179,0.162,0.87,1.381,2.532,1.611,5.064,5.755,3.453,0
Positive_751,2.169,5.783,0.843,3.855,3.494,5.422,5.783,2.114,5.636,0.822,0.26,0.788,0.12,0.394,0.46,0.323,0.447,0.262,0.018,0.197,0.186,0.129,0.164,0.602,2.901,0.423,1.934,1.753,2.72,2.901,1
Positive_623,3.39,5.085,1.695,6.78,5.932,7.627,5.085,1.412,2.118,0.706,0.229,0.78,0.11,0.347,0.415,0.373,0.364,0.308,0.034,0.154,0.239,0.154,0.231,3.39,2.772,0.924,3.697,3.234,4.158,2.772,1
Negative_111,3.509,1.462,0.585,6.14,2.632,6.14,7.018,1.983,0.826,0.331,0.295,0.883,0.053,0.374,0.395,0.354,0.439,0.141,0.009,0.085,0.141,0.182,0.106,0.585,0.792,0.317,3.327,1.426,3.327,3.803,0
Positive_320,2.542,4.661,1.695,5.508,4.237,8.051,4.237,3.978,7.294,2.653,0.288,0.797,0.114,0.369,0.432,0.305,0.436,0.247,0.013,0.183,0.234,0.174,0.196,1.695,2.333,0.849,2.758,2.121,4.031,2.121,1
Positive_34,1.484,2.412,1.855,5.937,2.783,9.276,7.05,0.705,1.146,0.882,0.282,0.835,0.093,0.358,0.401,0.36,0.401,0.147,0.022,0.141,0.145,0.186,0.113,0.557,1.315,1.011,3.237,1.517,5.058,3.844,1
Positive_18,3.02,4.745,2.071,4.832,3.02,8.283,8.887,2.285,3.591,1.567,0.292,0.797,0.099,0.383,0.451,0.326,0.431,0.238,0.02,0.155,0.206,0.149,0.176,0.173,2.453,1.071,2.498,1.561,4.282,4.594,1
Positive_884,2.293,4.762,0.705,2.822,4.938,6.173,6.526,2.256,4.685,0.694,0.265,0.783,0.104,0.344,0.399,0.351,0.414,0.244,0.03,0.15,0.216,0.178,0.177,0.529,2.385,0.353,1.413,2.473,3.091,3.268,1
Positive_183,3.286,3.286,1.174,10.798,5.399,3.756,7.042,1.759,1.759,0.628,0.235,0.815,0.089,0.336,0.38,0.397,0.378,0.226,0.016,0.144,0.188,0.16,0.167,0.469,1.723,0.616,5.662,2.831,1.969,3.692,1
Negative_234,3.556,4.889,1.778,0.889,3.556,8.889,4.444,2.743,3.771,1.371,0.289,0.818,0.084,0.369,0.436,0.316,0.436,0.219,0.013,0.147,0.241,0.192,0.192,1.333,2.53,0.92,0.46,1.84,4.601,2.3,0
Positive_53,4.831,5.797,2.899,5.797,5.314,5.797,6.28,2.841,3.409,1.705,0.256,0.763,0.121,0.309,0.396,0.367,0.377,0.204,0.029,0.146,0.165,0.194,0.136,0.966,2.93,1.465,2.93,2.686,2.93,3.175,1
Positive_767,2.694,6.397,1.347,6.902,6.734,5.387,3.03,2.695,6.4,1.348,0.195,0.769,0.133,0.382,0.46,0.352,0.424,0.3,0.025,0.224,0.211,0.137,0.18,0.505,3.335,0.702,3.598,3.511,2.808,1.58,1
Negative_930,3.59,6.154,3.419,3.59,4.103,4.786,13.162,1.994,3.419,1.899,0.316,0.723,0.186,0.34,0.436,0.361,0.407,0.231,0.033,0.207,0.204,0.166,0.166,0.684,3.358,1.865,1.959,2.239,2.611,7.181,0
