id,N,D,C,I,K,P,S,APAAC3,APAAC4,APAAC5,_SolventAccessibilityC3,_ChargeC2,_ChargeC3,_PolarityC2,_NormalizedVDWVC1,_NormalizedVDWVC2,_HydrophobicityC2,_SolventAccessibilityT12,_ChargeT13,_ChargeT23,_PolarityT13,_NormalizedVDWVT23,_HydrophobicityT13,_PolarizabilityD2001,PAAC4,PAAC5,PAAC10,PAAC12,PAAC15,PAAC16,label
Negative_0,2.594,1.153,0.0,6.628,2.594,5.764,5.187,1.554,0.691,0.0,0.251,0.879,0.058,0.383,0.395,0.473,0.412,0.324,0.014,0.078,0.188,0.107,0.168,0.576,0.683,0.0,3.927,1.537,3.415,3.073,0
Positive_146,6.322,3.448,0.0,5.747,6.897,4.023,5.747,6.913,3.77,0.0,0.218,0.787,0.109,0.31,0.345,0.437,0.362,0.306,0.012,0.197,0.26,0.179,0.22,1.149,1.801,0.0,3.002,3.603,2.102,3.002,1
Negative_174,1.462,4.094,2.632,0.877,3.216,18.713,7.31,1.244,3.483,2.239,0.345,0.822,0.091,0.477,0.544,0.266,0.52,0.194,0.021,0.141,0.132,0.12,0.109,1.754,2.253,1.448,0.483,1.77,10.296,4.022,0
Negative_4,1.778,3.259,3.556,2.37,5.63,7.704,8.889,1.671,3.063,3.342,0.286,0.778,0.09,0.394,0.462,0.298,0.447,0.245,0.016,0.147,0.178,0.144,0.153,0.296,1.639,1.789,1.192,2.832,3.875,4.471,0
Positive_29,3.808,4.967,1.821,5.96,5.464,5.795,3.974,4.3,5.609,2.056,0.243,0.786,0.104,0.32,0.387,0.363,0.386,0.24,0.036,0.139,0.209,0.182,0.164,0.828,2.512,0.921,3.014,2.763,2.93,2.01,1
Negative_172,1.351,6.081,3.041,4.392,5.068,5.743,7.095,1.997,8.989,4.495,0.236,0.75,0.128,0.318,0.409,0.365,0.348,0.278,0.027,0.183,0.275,0.166,0.244,2.027,3.006,1.503,2.171,2.505,2.839,3.507,0
Positive_157,1.795,3.59,2.051,2.564,6.154,9.744,7.436,1.154,2.308,1.319,0.246,0.726,0.108,0.359,0.415,0.318,0.395,0.306,0.028,0.162,0.216,0.136,0.19,0.513,1.706,0.975,1.219,2.925,4.631,3.534,1
Positive_131,7.347,4.49,3.673,8.163,15.102,2.449,9.388,5.487,3.353,2.743,0.237,0.694,0.106,0.265,0.347,0.306,0.331,0.344,0.049,0.148,0.299,0.225,0.27,2.041,2.176,1.78,3.957,7.321,1.187,4.551,1
Negative_193,2.293,3.387,2.272,2.988,3.64,6.733,7.848,1.958,2.892,1.94,0.262,0.803,0.105,0.313,0.37,0.415,0.369,0.252,0.021,0.157,0.238,0.181,0.192,0.042,1.783,1.196,1.573,1.916,3.545,4.132,0
Negative_46,4.651,2.326,0.581,6.977,4.07,5.233,10.465,5.61,2.806,0.701,0.326,0.802,0.099,0.337,0.366,0.407,0.395,0.222,0.018,0.181,0.205,0.175,0.187,1.744,1.188,0.297,3.563,2.078,2.672,5.344,0
Negative_211,2.459,3.279,3.689,5.328,2.459,4.508,7.787,2.069,2.759,3.104,0.262,0.836,0.094,0.385,0.455,0.361,0.434,0.259,0.012,0.16,0.198,0.099,0.156,1.639,1.759,1.979,2.858,1.319,2.418,4.178,0
Negative_70,2.92,2.92,2.92,6.569,5.839,3.65,5.109,2.885,2.885,2.885,0.241,0.737,0.131,0.27,0.328,0.416,0.336,0.294,0.051,0.184,0.257,0.243,0.221,2.19,1.443,1.443,3.246,2.885,1.804,2.525,0
Positive_37,4.882,5.051,2.189,5.556,7.071,3.872,6.229,4.502,4.657,2.018,0.246,0.766,0.116,0.303,0.375,0.355,0.359,0.283,0.037,0.182,0.25,0.189,0.216,1.01,2.548,1.104,2.803,3.567,1.953,3.142,1
Negative_89,6.933,2.521,0.84,2.101,3.571,5.462,14.076,6.141,2.233,0.744,0.275,0.868,0.067,0.538,0.571,0.267,0.576,0.248,0.008,0.109,0.114,0.105,0.101,0.84,1.414,0.471,1.178,2.002,3.063,7.893,0
Negative_187,0.457,1.37,2.74,3.196,0.457,4.11,10.959,0.242,0.726,1.453,0.26,0.909,0.041,0.452,0.493,0.37,0.489,0.124,0.0,0.083,0.092,0.083,0.078,1.37,0.801,1.602,1.869,0.267,2.403,6.407,0
Negative_14,2.645,4.959,1.157,2.81,2.314,8.264,9.917,1.418,2.659,0.62,0.286,0.764,0.179,0.392,0.453,0.407,0.426,0.202,0.022,0.207,0.166,0.104,0.142,0.661,2.806,0.655,1.59,1.309,4.676,5.611,0
Positive_223,2.682,8.812,2.299,3.831,4.598,6.513,8.046,2.721,8.942,2.333,0.23,0.743,0.142,0.291,0.402,0.36,0.345,0.285,0.027,0.212,0.223,0.165,0.185,2.299,4.37,1.14,1.9,2.28,3.23,3.99,1
Positive_212,1.767,8.127,0.707,2.827,1.767,6.36,3.18,2.287,10.52,0.915,0.247,0.777,0.124,0.371,0.459,0.329,0.424,0.294,0.028,0.191,0.238,0.149,0.213,1.06,3.963,0.345,1.378,0.862,3.101,1.551,1
Negative_225,1.98,4.95,0.99,0.99,2.97,9.901,5.941,1.212,3.031,0.606,0.238,0.752,0.149,0.356,0.416,0.347,0.406,0.19,0.01,0.17,0.12,0.12,0.11,1.98,2.44,0.488,0.488,1.464,4.881,2.929,0
Positive_190,4.95,9.901,1.98,5.941,11.881,2.97,8.911,3.842,7.684,1.537,0.277,0.693,0.158,0.287,0.406,0.277,0.347,0.18,0.1,0.18,0.2,0.18,0.15,2.97,5.056,1.011,3.034,6.067,1.517,4.55,1
Positive_107,6.861,5.718,1.779,7.751,8.259,3.939,7.116,6.994,5.829,1.813,0.22,0.75,0.13,0.292,0.367,0.388,0.346,0.312,0.034,0.195,0.249,0.182,0.21,0.254,2.902,0.903,3.934,4.192,1.999,3.612,1
Positive_75,3.718,4.48,0.191,6.864,4.099,4.29,5.91,2.376,2.864,0.122,0.242,0.83,0.092,0.351,0.398,0.389,0.387,0.246,0.02,0.146,0.188,0.162,0.17,0.191,2.42,0.103,3.708,2.215,2.318,3.193,1
Positive_2,3.704,2.778,0.926,0.0,8.333,10.185,11.111,2.395,1.796,0.599,0.352,0.778,0.083,0.407,0.444,0.296,0.463,0.262,0.019,0.15,0.178,0.103,0.159,3.704,1.52,0.507,0.0,4.559,5.572,6.078,1
Positive_198,4.587,5.275,0.917,4.817,4.587,6.193,8.716,5.604,6.445,1.12,0.291,0.78,0.103,0.319,0.381,0.344,0.394,0.297,0.03,0.159,0.26,0.189,0.223,0.688,2.623,0.456,2.395,2.281,3.08,4.334,1
Negative_1,5.988,2.994,2.395,3.892,9.581,12.275,11.976,5.725,2.862,2.29,0.371,0.811,0.057,0.419,0.473,0.251,0.473,0.165,0.015,0.093,0.147,0.126,0.105,0.898,1.613,1.29,2.097,5.162,6.614,6.452,0
Negative_108,3.057,3.876,4.421,1.419,3.493,7.697,8.952,1.782,2.259,2.577,0.311,0.757,0.126,0.392,0.475,0.287,0.472,0.238,0.027,0.177,0.167,0.125,0.129,0.109,2.025,2.31,0.741,1.825,4.021,4.677,0
Negative_114,2.158,4.317,1.439,2.878,10.072,7.914,12.23,0.891,1.783,0.594,0.338,0.691,0.137,0.388,0.446,0.288,0.453,0.152,0.065,0.159,0.116,0.181,0.087,1.439,2.263,0.754,1.509,5.279,4.148,6.41,0
Positive_208,4.783,6.957,1.739,5.652,7.391,5.0,6.957,4.059,5.903,1.476,0.261,0.75,0.141,0.298,0.385,0.38,0.346,0.277,0.031,0.205,0.251,0.163,0.22,0.435,3.661,0.915,2.975,3.89,2.631,3.661,1
Negative_144,6.426,4.418,3.079,3.213,5.489,3.748,12.316,7.062,4.855,3.384,0.3,0.791,0.086,0.351,0.426,0.336,0.404,0.235,0.021,0.126,0.205,0.172,0.173,0.268,2.265,1.579,1.648,2.815,1.922,6.315,0
Negative_151,4.359,2.051,6.667,3.59,9.231,3.333,7.179,4.045,1.903,6.187,0.321,0.746,0.118,0.295,0.382,0.287,0.421,0.296,0.039,0.183,0.293,0.231,0.201,0.769,1.061,3.45,1.858,4.776,1.725,3.714,0
Positive_220,2.655,4.204,1.327,5.088,6.637,5.31,2.655,2.793,4.423,1.396,0.228,0.748,0.126,0.325,0.381,0.383,0.381,0.29,0.038,0.175,0.215,0.171,0.184,1.327,2.098,0.662,2.539,3.312,2.65,1.325,1
Positive_57,6.615,4.28,0.778,5.837,10.117,1.946,6.226,7.346,4.753,0.864,0.222,0.774,0.105,0.3,0.35,0.436,0.346,0.297,0.035,0.152,0.246,0.18,0.219,1.556,2.248,0.409,3.065,5.313,1.022,3.27,1
Positive_179,4.923,7.692,0.308,4.308,5.231,3.077,7.077,5.274,8.24,0.33,0.258,0.742,0.157,0.289,0.369,0.366,0.357,0.269,0.031,0.204,0.235,0.191,0.194,0.615,3.786,0.152,2.12,2.575,1.514,3.483,1
Positive_4,3.456,4.968,1.404,7.019,6.048,5.184,6.263,3.434,4.936,1.395,0.269,0.781,0.117,0.322,0.386,0.376,0.393,0.249,0.031,0.183,0.218,0.165,0.177,0.216,2.567,0.726,3.627,3.125,2.679,3.236,1
Positive_8,3.226,4.839,4.839,4.032,4.839,3.226,2.419,3.146,4.719,4.719,0.21,0.75,0.113,0.315,0.411,0.323,0.387,0.301,0.049,0.163,0.252,0.179,0.228,6.452,2.336,2.336,1.946,2.336,1.557,1.168,1
